ISBN;Title;Authors;Publisher;Edition;Location;Genre;Price;MaxLoanDays;MediaType;CreatedBy
9780723297406;Father Christmas;Raymond Briggs;Viking Penguin Inc;21;Shelf-13;Children's fiction;10.62;14;Magazin;import
9780745194042;Beyond This Point Are Monsters;Margaret Millar;Diogenes;16;Shelf-36;Large type books;36.21;14;E-Book;import
0810111756;T︠S︡ement;Fedor Gladkov;Khudozhestvennaia literatura];16;Shelf-21;Continental european fiction (fictional works by one author);31.89;14;E-Book;import
0810111756;T︠S︡ement;Fedor Gladkov;Khudozhestvennaia literatura];16;Shelf-6;Continental european fiction (fictional works by one author);27.17;14;Book;import
0810111756;T︠S︡ement;Fedor Gladkov;Khudozhestvennaia literatura];16;Shelf-10;Continental european fiction (fictional works by one author);27.84;14;Magazin;import
1843421984;Krieg;Ludwig Renn;Martin Secker;21;Shelf-10;Fiction;35.38;14;DVD;import
9780515076370;The Deep Silence;Douglas Reeman;Arrow;20;Shelf-2;Nuclear submarines;21.94;14;Magazin;import
086068203X;The Weather in the Streets;Rosamond Lehmann;Penguin;15;Shelf-21;Adultery;13.23;14;E-Book;import
0340032669;Jul i stallet;Astrid Lindgren;Bt Bound;14;Shelf-6;Christmas;38.87;14;Book;import
3608952411;Hordubal;Karel Čapek;CreateSpace Independent Publishing Platform;21;Shelf-38;Diverses;19.65;14;E-Book;import
0783886217;Heavy Water and Other Stories;Martin Amis;Vintage;22;Shelf-32;Fiction, short stories (single author);43.66;14;E-Book;import
0783886217;Heavy Water and Other Stories;Martin Amis;Vintage;22;Shelf-0;Fiction, short stories (single author);44.97;14;Book;import
349802910X;The Blindfold;Siri Hustvedt;Circe;17;Shelf-0;Fiction, general;39.96;14;Book;import
9782702112359;People Who Knock on the Door;Patricia Highsmith;Diogenes;18;Shelf-23;Fiction, general;32.67;14;E-Book;import
9782702112359;People Who Knock on the Door;Patricia Highsmith;Diogenes;18;Shelf-16;Fiction, general;31.07;14;Magazin;import
3896021613;Graffiti Art;Oliver Schwarzkopf;Art Stock;13;Shelf-35;Diverses;23.86;14;E-Book;import
9783453004375;King Gilgamesh;Robert Silverberg;L'Atalante;13;Shelf-15;Fiction;38.16;14;DVD;import
1013711904;The cup of fury;Upton Sinclair;Channel Press;21;Shelf-23;Alcoholism;20.17;14;Magazin;import
0006861954;Hitler;J. P. Stern;Flamingo;17;Shelf-33;Heads of state;29.79;14;DVD;import
0006861954;Hitler;J. P. Stern;Flamingo;17;Shelf-31;Heads of state;21.81;14;DVD;import
8440603746;Prime Time (Anti Piracy);Joan Collins;Arrow;14;Shelf-40;Fiction;15.77;14;DVD;import
1860463495;Die Ausgewanderten;W. G. Sebald|Mel Foster;Eichborn;21;Shelf-1;Fiction;21.40;14;DVD;import
3893223940;Duane Hanson;Duane Hanson|Lotte Sophie Lederballe|Thomas Buchsteiner|Keith Hartley|Otto Letze|Luzia Matimo;New Rivers Press;22;Shelf-35;Catalogues raisonnés;38.44;14;DVD;import
3893223940;Duane Hanson;Duane Hanson|Lotte Sophie Lederballe|Thomas Buchsteiner|Keith Hartley|Otto Letze|Luzia Matimo;New Rivers Press;22;Shelf-15;Catalogues raisonnés;23.72;14;DVD;import
3893223940;Duane Hanson;Duane Hanson|Lotte Sophie Lederballe|Thomas Buchsteiner|Keith Hartley|Otto Letze|Luzia Matimo;New Rivers Press;22;Shelf-23;Catalogues raisonnés;44.65;14;Magazin;import
0340127953;In the hour before midnight;Jack Higgins;Fawcett;17;Shelf-24;Fiction;42.46;14;DVD;import
3446149945;Werke und Briefe;Georg Büchner;Insel;19;Shelf-29;Briefsammlung;13.56;14;DVD;import
3446149945;Werke und Briefe;Georg Büchner;Insel;19;Shelf-29;Briefsammlung;26.21;14;E-Book;import
9781859843222;The Prophet Armed;Isaac Deutscher;Oxford University Press;14;Shelf-9;Biography;24.14;14;Book;import
9780194377096;Winnie Flies Again;Valerie Thomas;Oxford University Press;18;Shelf-28;Humorous stories;11.67;14;Book;import
9780596517083;JavaScript;David Flanagan;O’Reilly Media, Inc.;12;Shelf-32;JavaScript (Computer program language);18.65;14;E-Book;import
9785835203574;Poems;Aleksandr Aleksandrovich Blok;Carcanet;19;Shelf-37;Readers;39.28;14;Book;import
9789004129665;Oudtestamentische studiën;Pieter Arie Hendrik de Boer|Pieter Aire Hendrik De Boer;E. J. Brill;17;Shelf-36;Bible;30.92;14;E-Book;import
1406927422;The man of destiny;George Bernard Shaw;Constable and Company;22;Shelf-8;Drama;43.03;14;E-Book;import
1406927422;The man of destiny;George Bernard Shaw;Constable and Company;22;Shelf-3;Drama;43.87;14;E-Book;import
3369000725;Les contes d'Hoffmann;Jacques Offenbach;F. Rullman;22;Shelf-4;Librettos;18.86;14;Book;import
0879684356;Nascita e avvento del fascismo;Angelo Tasca;Nuova Italia;21;Shelf-22;Histoire;26.08;14;E-Book;import
0007204477;The colour of blood;Brian Moore;Diogenes;19;Shelf-20;Catholics;20.20;14;Book;import
9780405116070;De bello gallico;Gaius Julius Caesar;W.B. Clive;22;Shelf-0;History;30.20;14;DVD;import
31500002254;Das Fräulein von Scuderi;E. T. A. Hoffmann;A. Scherz;18;Shelf-21;Mord;37.46;14;Book;import
0441799779;Teckla;Steven Brust;Klett-Cotta;2;Shelf-6;Fiction, fantasy, general;16.98;14;E-Book;import
9780848813321;The Pianoplayers;Anthony Burgess;Arbor House;17;Shelf-1;Fathers and daughters;37.61;14;Book;import
9781930743229;Robert Mangold;Robert Mangold;Pace Wildenstein;20;Shelf-35;Abstract Painting;20.09;14;Magazin;import
978-0000000000;Canones, et decreta;Council of Trent (1545-1563);Apud Paulum Manutium, Aldi F;22;Shelf-33;Bibliography;20.47;14;DVD;import
1400065208;The Last Town on Earth;Thomas Mullen;Random House Trade Paperbacks;8;Shelf-25;Influenza;32.31;14;DVD;import
9780525099550;S'évader de l'enfance : les besoins et les droits des enfants;John Caldwell Holt|JOHN HOLT|John Holt;HoltGWS LLC;19;Shelf-3;Enfants;17.91;14;Book;import
9782290308134;Angélique et le roy;Anne Golon|Sergeanne Golon;Heinemann;9;Shelf-35;Fiction;29.35;14;Magazin;import
8434581489;Napoléon;André Maurois;Rowohlt;20;Shelf-40;Napoléon 1er, empereur des Français, 1769-1821;21.81;14;Book;import
0940368919;Nahj al-balāghah;Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn;Shīʻyah Janral Buk Aijansī;20;Shelf-33;Commentaries;40.11;14;Magazin;import
9789726082743;Kallocain;Karin Boye;Fromm International Pub. Corp.;11;Shelf-15;Scientists;33.46;14;Magazin;import
1402196377;Historia trium regum;Joannes of Hildesheim;Winter;17;Shelf-0;Christian literature, Latin (Medieval and modern);42.17;14;E-Book;import
1402196377;Historia trium regum;Joannes of Hildesheim;Winter;17;Shelf-38;Christian literature, Latin (Medieval and modern);38.27;14;Magazin;import
1402196377;Historia trium regum;Joannes of Hildesheim;Winter;17;Shelf-10;Christian literature, Latin (Medieval and modern);31.16;14;E-Book;import
3575118736;Euro-Reiseatlas 1:300.000;Reise- und Verkehrsverlag.|Reise- Und Verkehrsverlag|Geocenter Euroatlas;RV Verlag;20;Shelf-27;Road maps;17.54;14;Magazin;import
3575118736;Euro-Reiseatlas 1:300.000;Reise- und Verkehrsverlag.|Reise- Und Verkehrsverlag|Geocenter Euroatlas;RV Verlag;20;Shelf-8;Road maps;33.68;14;Magazin;import
3575118736;Euro-Reiseatlas 1:300.000;Reise- und Verkehrsverlag.|Reise- Und Verkehrsverlag|Geocenter Euroatlas;RV Verlag;20;Shelf-22;Road maps;14.27;14;DVD;import
9783849548889;Im Schatten der Titanen;Lily Braun|Lily Braun;H. Klemm a.-g.;22;Shelf-2;Diverses;31.88;14;Book;import
0543891356;Novalis Schriften;Novalis;Diederichs;18;Shelf-40;German literature;44.94;14;Book;import
9780143058366;The Winds of Change;Martha Grimes;Signet Book;14;Shelf-34;Detective and mystery stories;14.20;14;DVD;import
9780143058366;The Winds of Change;Martha Grimes;Signet Book;14;Shelf-23;Detective and mystery stories;18.14;14;DVD;import
9780143058366;The Winds of Change;Martha Grimes;Signet Book;14;Shelf-3;Detective and mystery stories;41.55;14;E-Book;import
978-0000000000;Sämtliche Werke in zwanzig Bänden;Gotthold Ephraim Lessing;Cotta, (etc.);22;Shelf-30;Diverses;24.92;14;Book;import
978-0000000000;Sämtliche Werke in zwanzig Bänden;Gotthold Ephraim Lessing;Cotta, (etc.);22;Shelf-40;Diverses;13.64;14;Book;import
1340264153;Black but comely;G. J. Whyte-Melville;Chapman and Hall;20;Shelf-20;Diverses;31.37;14;Magazin;import
978-0000000000;Entdeckung von Amerika;Joachim Heinrich Campe;Printed for Baldwin, Cradock, and Joy;21;Shelf-39;Juvenile literature;14.05;14;Book;import
978-0000000000;Entdeckung von Amerika;Joachim Heinrich Campe;Printed for Baldwin, Cradock, and Joy;21;Shelf-28;Juvenile literature;11.63;14;Magazin;import
9782218049101;Ἱππίας μείζων;Πλάτων;Les editions CEC;16;Shelf-26;Early works to 1800;25.58;14;Magazin;import
9788571107403;La Galaxia Internet;Manuel Castells;Fayard;9;Shelf-11;Cyberculture;35.42;14;DVD;import
9783257206852;Les inconnus dans la maison;Georges Simenon;Doubleday;14;Shelf-20;Fiction;38.34;14;DVD;import
9780198144595;Cena Trimalchionis;Petronius;Bozzi;22;Shelf-9;Criticism and interpretation;27.05;14;E-Book;import
9783773527233;Fossils;Frank Harold Trevor Rhodes|Paul R. Shaffer|Herbert S. Zim|Paul R. Shaffer|Herbert S. Zim|Raymond Perlman;Golden Guides from St. Martin's Press;13;Shelf-1;Fossils;10.59;14;E-Book;import
9783596166374;Das letzte Jahr;Erika Mann;Hermida Editores S.L.;20;Shelf-14;Authors, German;12.32;14;E-Book;import
9783110023800;Shakespeare-lexicon;Schmidt, Alexander;G. Reimer;20;Shelf-30;Dictionaries;28.54;14;Magazin;import
9783267000860;Wolfgang Laib;Wolfgang Laib|Philippe Buttner|Harald Szeemann|Katharina Schmidt;D.A.P., Distributed Art Publishers [distributor];21;Shelf-29;Nature (Aesthetics);18.43;14;Magazin;import
978-0000000000;Ten o'clock;James McNeill Whistler;Houghton, Mifflin and company;20;Shelf-28;Art;12.95;14;Magazin;import
978-0000000000;Ten o'clock;James McNeill Whistler;Houghton, Mifflin and company;20;Shelf-31;Art;29.32;14;Magazin;import
9788324005710;Nanny McPhee;Christianna Brand;Znak;7;Shelf-28;asdf;35.82;14;Book;import
9780006910473;Alfred Hitchcock and the Three Investigators in the mystery of the nervous lion;Nick West;Random House Books for Young Readers;8;Shelf-1;Children's stories;22.14;14;E-Book;import
0517369028;Hotel Paradise;Martha Grimes;Cengage Gale;15;Shelf-18;Fiction, thrillers, suspense;41.94;14;DVD;import
0517369028;Hotel Paradise;Martha Grimes;Cengage Gale;15;Shelf-6;Fiction, thrillers, suspense;36.41;14;DVD;import
0517369028;Hotel Paradise;Martha Grimes;Cengage Gale;15;Shelf-25;Fiction, thrillers, suspense;26.18;14;DVD;import
0020218079;Erzählungen und kleine Prosa;Franz Kafka;Schocken Books;8;Shelf-25;Translations into English;41.63;14;Magazin;import
0020218079;Erzählungen und kleine Prosa;Franz Kafka;Schocken Books;8;Shelf-7;Translations into English;11.77;14;E-Book;import
0020218079;Erzählungen und kleine Prosa;Franz Kafka;Schocken Books;8;Shelf-35;Translations into English;16.51;14;E-Book;import
9781647100308;Simulacron-3;Daniel F. Galouye;J'AI LU;6;Shelf-13;Virtual reality;23.41;14;DVD;import
1860460488;Rituelen;Cees Nooteboom;Singel;12;Shelf-38;Texts;41.74;14;DVD;import
1860460488;Rituelen;Cees Nooteboom;Singel;12;Shelf-5;Texts;37.12;14;DVD;import
0270512837;Decameron tales;Giovanni Boccaccio|Peter Hainsworth;Pocket Books;21;Shelf-17;Fiction, short stories (single author);27.78;14;Magazin;import
2762519764;Brave the Betrayal;Katherine Applegate;FolletBound;9;Shelf-35;Everworld (Imaginary place);25.17;14;DVD;import
9781956286687;Inside the Illusion;Katherine Applegate;Turtleback Books Distributed by Demco Media;7;Shelf-39;Juvenile fiction;39.33;14;DVD;import
9781956286687;Inside the Illusion;Katherine Applegate;Turtleback Books Distributed by Demco Media;7;Shelf-5;Juvenile fiction;29.08;14;E-Book;import
3257062311;Die Dunkle Seite des Mondes;Martin Suter;Diogenes Verlag;2;Shelf-17;Wirtschaftsjurist;17.60;14;E-Book;import
3257062311;Die Dunkle Seite des Mondes;Martin Suter;Diogenes Verlag;2;Shelf-14;Wirtschaftsjurist;21.58;14;E-Book;import
0553801813;The Widow's Kiss;Jane Feather;Bantam Books;8;Shelf-17;Fiction;34.90;14;DVD;import
3442354153;The Least Likely Bride;Jane Feather;Bantam Books;7;Shelf-26;Fiction, Romance, Historical;29.73;14;DVD;import
9781602060319;"""Out of the East""";Lafcadio Hearn;Houghton, Mifflin;18;Shelf-30;Description and travel;41.45;14;Book;import
9781602060319;"""Out of the East""";Lafcadio Hearn;Houghton, Mifflin;18;Shelf-3;Description and travel;28.52;14;Book;import
0553474200;Star Wars;Michael A. Stackpole;Fleuve noir;7;Shelf-34;Fighter pilots;26.54;14;DVD;import
0553474200;Star Wars;Michael A. Stackpole;Fleuve noir;7;Shelf-22;Fighter pilots;16.39;14;Book;import
0606204210;NET FORCE HIDDEN AGENDAS;Tom Clancy|Steve R. Pieczenik;Planeta;11;Shelf-21;Internet;10.46;14;DVD;import
0606204210;NET FORCE HIDDEN AGENDAS;Tom Clancy|Steve R. Pieczenik;Planeta;11;Shelf-4;Internet;35.50;14;DVD;import
9781453297872;The Blackcollar;Timothy Zahn;DAW;8;Shelf-19;Space warfare;28.47;14;Magazin;import
0140550674;Tolstoy or Dostoevsky;George Steiner;A. Lagen;14;Shelf-1;Criticism and interpretation;13.84;14;DVD;import
9782267005271;Kritik der zynischen Vernunft;Peter Sloterdijk|Peter Sloterkijk|Michael Eldred;University of Minnesota Press;6;Shelf-29;Civilisation;25.45;14;E-Book;import
9146170510;House of Illusions;Pauline Gedge;CanBook Distributor;13;Shelf-24;Fiction;21.44;14;Magazin;import
1588240371;Isaac Asimov's Inferno;Roger MacBride Allen|Roger MacBride Allen;ibooks, Inc.;8;Shelf-40;American Science fiction;11.48;14;DVD;import
8881581086;Fausto Melotti;Fausto Melotti;Marlborough Galleries;19;Shelf-4;Pottery;25.06;14;Book;import
3806828245;Soft Skills;Britta Herrmann;Falken;1;Shelf-2;Diverses;18.48;14;Magazin;import
9780300075038;Errata;George Steiner|G. Steiner;ARCADIA;18;Shelf-7;Biography;23.52;14;E-Book;import
978-0000000000;The integration of the personality;Carl Gustav Jung;Farrar & Rinehart, inc.;4;Shelf-40;Individuality;42.71;14;Magazin;import
0679752943;Deception;Philip Roth;Simon and Schuster;15;Shelf-10;Fiction;32.25;14;Magazin;import
9780937950029;Big nudes;Helmut Newton;Quartet;4;Shelf-2;Photography of the nude;39.85;14;E-Book;import
1082042528;Babyalbum Es ist ein Junge Babytagebuch;Babyalben Publishing;Independently published;21;Shelf-0;Diverses;17.48;14;Magazin;import
1795952202;Their Brazen Bride;Vanessa Vale;Independently Published;21;Shelf-29;Fiction, romance, general;34.47;14;E-Book;import
1658850068;Wochenplaner 2020 - Fitness Gym Bodybuilding;Heiko Roth;Independently Published;21;Shelf-33;Diverses;37.14;14;Book;import
9781795950374;Their Stolen Bride;Vanessa Vale;KSA Publishing Consultants, Inc.;20;Shelf-20;Fiction, romance, general;27.61;14;Magazin;import
1795954175;Their Kidnapped Bride;Vanessa Vale;KSA Publishing Consultants, Inc.;21;Shelf-7;Fiction, romance, general;15.57;14;Magazin;import
0270215034;Vorlesungen über Thermodynamik;Max Planck;de Gruyter;21;Shelf-32;Diverses;42.37;14;DVD;import
0270215034;Vorlesungen über Thermodynamik;Max Planck;de Gruyter;21;Shelf-37;Diverses;42.04;14;E-Book;import
1951827236;Sophia and Alex Make Friends at School;Denise Bourgeois-Vance|Damon Danielson;Advance Books LLC;21;Shelf-27;Children's fiction;13.45;14;Book;import
9798732891010;Bitchcoin;Albertina DEUXROCHES;Independently Published;21;Shelf-4;Diverses;22.02;14;DVD;import
9798732891010;Bitchcoin;Albertina DEUXROCHES;Independently Published;21;Shelf-0;Diverses;10.53;14;DVD;import
9780582236998;Sozaboy;Ken Saro-Wiwa;Passeggiata Pr;6;Shelf-23;Fiction;21.39;14;DVD;import
9782370733528;L'Arabe du futur, tome 5;Riad Sattouf;Allary Éditions;2;Shelf-2;series:L'Arabe du futur;30.00;14;Magazin;import
9782370733528;L'Arabe du futur, tome 5;Riad Sattouf;Allary Éditions;2;Shelf-3;series:L'Arabe du futur;21.10;14;DVD;import
9783550201028;QualityLand 2.0;Marc-Uwe Kling|Carles Andreu Saburit;Hörbuch Hamburg HHV GmbH;5;Shelf-1;Diverses;33.97;14;Magazin;import
3111279316;Vollständige Logarithmische und Trigonometrische Tafeln;E. F. August;de Gruyter GmbH, Walter;21;Shelf-4;Diverses;16.97;14;Book;import
3111279316;Vollständige Logarithmische und Trigonometrische Tafeln;E. F. August;de Gruyter GmbH, Walter;21;Shelf-36;Diverses;33.80;14;Magazin;import
1852865318;Planet of judgement;Joe Haldeman;Bantam Books;7;Shelf-34;Fiction in English;26.97;14;E-Book;import
3775713778;Olafur Eliasson;Olafur Eliasson|Jill Medvedow|Frederic Brown|Rodney Cotterill|Karl Holmquist|Frida Bjork Ingvarsdottir|Jakob Jakobsen|Svend Åge Madsen|Anders Munch|Ingo Niermann|Gitte yrskou|Andrzej Przywara|Israel Rosenfield|Adam Szymczyk|Sheena Wagstaff|Vanessa Hirsch|Thomas Worm;Paris-Musées;18;Shelf-15;Art, Modern;41.78;14;Book;import
9789647232173;Qānūn-i Asāsī (1979);Iran;Intishārat-i Khvurshīd;15;Shelf-7;Constitutions;40.28;14;E-Book;import
9780345258144;Star Trek - Log Four;Alan Dean Foster;Ballantine Books;8;Shelf-18;Star trek--the animated series (Television program);38.85;14;DVD;import
978-0000000000;Handbuch der Gewebelehre des Menschen;Albert Kölliker;printed for the Sydenham society;21;Shelf-29;Histology;28.54;14;Book;import
9780440202370;Love Not a Rebel;Heather Graham;Wilhelm Heine;4;Shelf-19;collectionID:Abodice_ripper;11.26;14;DVD;import
9780440202370;Love Not a Rebel;Heather Graham;Wilhelm Heine;4;Shelf-0;collectionID:Abodice_ripper;43.15;14;Book;import
9780440202370;Love Not a Rebel;Heather Graham;Wilhelm Heine;4;Shelf-3;collectionID:Abodice_ripper;30.38;14;E-Book;import
9789998175617;The Meaning of Culture;John Cowper Powys;Garden City publishing co., inc.;21;Shelf-14;Culture;10.38;14;DVD;import
9781675588963;Dackel Kalender 2020;Terminplaner & Wochenplaner Hundebedarf Publishing;Independently Published;21;Shelf-38;Diverses;29.38;14;DVD;import
169709662X;Java Script;Amro Solima;Independently Published;2;Shelf-1;Diverses;23.29;14;Magazin;import
9781679083778;Zweitausend Zwanzig;Manager Timer By Jilsun;Independently Published;21;Shelf-32;Diverses;23.32;14;Magazin;import
9781678997922;2020;Zeit Planer By Jilsun;Independently Published;21;Shelf-5;Diverses;26.05;14;E-Book;import
9781679015441;Zweitausend Zwanzig;Ingenieurkalender By Jilsun;Independently Published;21;Shelf-20;Diverses;41.95;14;Magazin;import
9781678964139;20 : 20;2020 Kalenderbuch A5 By Jilsun;Independently Published;21;Shelf-1;Diverses;28.86;14;Book;import
9798470842602;Lehrerkalender 2021 2022;Maja Hofmann P.;Independently Published;21;Shelf-14;Diverses;29.00;14;DVD;import
9798473200164;Agenda 2021-2022;P-Knight Forest;Independently Published;21;Shelf-2;Diverses;32.01;14;E-Book;import
9798596197488;Pferde Malbuch;Malvorlagen Haare;Independently Published;21;Shelf-26;Diverses;17.67;14;Magazin;import
9798596197488;Pferde Malbuch;Malvorlagen Haare;Independently Published;21;Shelf-36;Diverses;25.89;14;E-Book;import
9798519736428;Studienplaner 2021/2022;Orchid Collection Planer;Independently Published;21;Shelf-40;Diverses;10.27;14;Magazin;import
0007383584;Under My Skin;Doris Lessing;HarperCollins Publishers Limited;18;Shelf-37;Biography;16.63;14;Magazin;import
9783492071598;101 Essays, die dein Leben verändern werden;Brianna Wiest;Piper Verlag GmbH;1;Shelf-31;Diverses;36.21;14;Book;import
9781689635639;Essen Planer;Essenplaner Geschenk;Independently Published;21;Shelf-12;Diverses;37.68;14;DVD;import
8820214237;Wassily Kandinsky;Wassily Kandinsky;Staatliche Kunsthalle Baden-Baden;19;Shelf-39;Criticism and interpretation;17.43;14;Magazin;import
8820214237;Wassily Kandinsky;Wassily Kandinsky;Staatliche Kunsthalle Baden-Baden;19;Shelf-3;Criticism and interpretation;15.26;14;Book;import
1077838964;BPD Tagebuch;Persönlichkeit Entwicklung;Independently Published;21;Shelf-17;Diverses;12.69;14;Book;import
9781694652768;Terminplaner 2019 - 2020;Veropa Press;Independently Published;21;Shelf-40;Diverses;41.62;14;Magazin;import
1672679826;Terminplaner;Spruche Kalen Spavogel Geschenkideen;Independently Published;21;Shelf-11;Diverses;28.57;14;DVD;import
1672624622;Terminplaner;Skateboardin Skateboarder Geschenkideen;Independently Published;21;Shelf-31;Diverses;30.50;14;Magazin;import
1672624622;Terminplaner;Skateboardin Skateboarder Geschenkideen;Independently Published;21;Shelf-13;Diverses;26.52;14;Magazin;import
9798600128774;My German Vocabulary;Learn German;Independently Published;2;Shelf-23;Diverses;25.43;14;DVD;import
9798600128774;My German Vocabulary;Learn German;Independently Published;2;Shelf-22;Diverses;30.43;14;E-Book;import
1689361263;Japanisch Schreibheft;Japanisch Übungsheft;Independently Published;21;Shelf-6;Diverses;27.28;14;Magazin;import
8187418222;Mr̥cchakaṭika;Śūdraka.;Vāsudeva Moreśvara Potadāra;21;Shelf-37;Translations into English;43.32;14;DVD;import
9781670414748;Telefon &;Tele Publishing;Independently Published;21;Shelf-35;Diverses;34.42;14;Magazin;import
9781670414748;Telefon &;Tele Publishing;Independently Published;21;Shelf-34;Diverses;27.63;14;E-Book;import
9781670414748;Telefon &;Tele Publishing;Independently Published;21;Shelf-10;Diverses;35.02;14;E-Book;import
9781592244393;Gil Blas en Californie;Alexandre Dumas;Nabu Press;21;Shelf-29;Description and travel;31.93;14;Book;import
9798504850054;BROCKHAUSEN : Meine Hausaufgaben 2021/ 2022;Dortje Golldack;Independently Published;21;Shelf-3;Diverses;42.21;14;Book;import
9798504850054;BROCKHAUSEN : Meine Hausaufgaben 2021/ 2022;Dortje Golldack;Independently Published;21;Shelf-36;Diverses;22.88;14;Magazin;import
1504081005;Bambi;Felix Salten;Read Books;18;Shelf-39;Nature stories;14.99;14;E-Book;import
1504081005;Bambi;Felix Salten;Read Books;18;Shelf-28;Nature stories;24.18;14;DVD;import
1504081005;Bambi;Felix Salten;Read Books;18;Shelf-32;Nature stories;34.10;14;DVD;import
978-0000000000;History of the Popes;Leopold von Ranke;Henry G. Bohn;20;Shelf-16;Papacy;19.26;14;Magazin;import
9798564291910;2021;Gabi Siebenhühner;Independently Published;21;Shelf-29;Diverses;22.16;14;DVD;import
9798564291910;2021;Gabi Siebenhühner;Independently Published;21;Shelf-22;Diverses;15.64;14;Book;import
9798564291910;2021;Gabi Siebenhühner;Independently Published;21;Shelf-39;Diverses;34.32;14;E-Book;import
9798815206830;Adressbuch;Yald Adreall;Independently Published;21;Shelf-38;Diverses;11.82;14;DVD;import
1080292209;2020;X. L. XL Tagesjournale;Independently Published;21;Shelf-32;Diverses;38.74;14;Book;import
1080292209;2020;X. L. XL Tagesjournale;Independently Published;21;Shelf-27;Diverses;24.52;14;Book;import
9780704380844;Pope Joan;Donna Woolfolk Cross;Oversatttning Marianne Oerskog;18;Shelf-32;Fiction;35.03;14;DVD;import
9780486805115;Heinrich Von Ofterdingen;Novalis (pseud.);Dover Publications, Incorporated;21;Shelf-17;Diverses;40.76;14;Book;import
9780486805115;Heinrich Von Ofterdingen;Novalis (pseud.);Dover Publications, Incorporated;21;Shelf-15;Diverses;42.38;14;Book;import
9798648250161;Agenda 2020 - 2021;Fun S'Kool LTD;Independently Published;21;Shelf-15;Diverses;15.66;14;DVD;import
9798735936664;Passwort Buch Mit Register;Sanja Mikkel Publishing G;Independently Published;21;Shelf-40;Diverses;20.15;14;E-Book;import
9798735936664;Passwort Buch Mit Register;Sanja Mikkel Publishing G;Independently Published;21;Shelf-13;Diverses;26.46;14;Magazin;import
0575041803;Galaxies Like Grains of Sand;Brian W. Aldiss;Roc;11;Shelf-13;English Science fiction;22.83;14;Book;import
9798485925208;Meine Taufe Gästebuch;Garden Book;Independently Published;21;Shelf-30;Diverses;18.47;14;DVD;import
9780340623374;The Clan of the Cave Bear / The Valley of Horses;Jean M. Auel;Hodder And Stoughton;4;Shelf-25;Fiction, historical, general;41.44;14;Magazin;import
9781406832624;Лебединая песня;Антон Павлович Чехов;LibriVox;19;Shelf-26;German;19.26;14;Book;import
9798760034496;Sudoku;J-yid Press;Independently Published;21;Shelf-31;Diverses;26.99;14;DVD;import
9798760034496;Sudoku;J-yid Press;Independently Published;21;Shelf-29;Diverses;24.81;14;Book;import
9783407809681;The Book Without Words;Avi;Beltz und Gelberg;8;Shelf-2;Fiction;17.57;14;Book;import
9783407809681;The Book Without Words;Avi;Beltz und Gelberg;8;Shelf-36;Fiction;23.80;14;Magazin;import
9781549777349;Vollgeherzt;Leo Vollgeherzt;Independently Published;21;Shelf-23;Diverses;17.50;14;DVD;import
9781549777349;Vollgeherzt;Leo Vollgeherzt;Independently Published;21;Shelf-18;Diverses;15.45;14;E-Book;import
9781549777349;Vollgeherzt;Leo Vollgeherzt;Independently Published;21;Shelf-33;Diverses;22.46;14;Magazin;import
9780425155295;The rector's wife;Joanna Trollope;Chivers;10;Shelf-33;1990s;40.46;14;E-Book;import
1072577011;Tagebuch Gegen Depressionen : Ein Buch Zur Selbsthilfe. Zum Ausfüllen und Ankreuzen;Iris Klüser;Independently Published;20;Shelf-4;Diverses;44.96;14;DVD;import
1072577011;Tagebuch Gegen Depressionen : Ein Buch Zur Selbsthilfe. Zum Ausfüllen und Ankreuzen;Iris Klüser;Independently Published;20;Shelf-9;Diverses;29.13;14;Book;import
1072577011;Tagebuch Gegen Depressionen : Ein Buch Zur Selbsthilfe. Zum Ausfüllen und Ankreuzen;Iris Klüser;Independently Published;20;Shelf-25;Diverses;20.91;14;Book;import
0140047069;Wednesday the rabbi got wet;Harry Kemelman;Penguin Books;14;Shelf-13;Massachusetts in fiction;20.98;14;DVD;import
1093691344;Ernährungstagebuch;Food Food Helfer;Independently Published;21;Shelf-0;Diverses;29.85;14;DVD;import
3126061311;Netzwerk;Stefanie Dengler;Langenscheidt;2;Shelf-13;Diverses;43.64;14;Book;import
0060995904;Dreamland;Kevin Baker;HarperCollinsPublishers;19;Shelf-30;Fiction;32.71;14;Book;import
9780786244089;Swing, Swing Together;P Lovesey;Harpercollins;16;Shelf-11;Fiction;19.39;14;E-Book;import
1986064239;GOCKLER 3 Jahres Kalender : 190+ Seiten Journal Für 3 Jahre, Glänzendes Softcover, Ideal Als Tagebuch, Notizkalender, Aufgabenplaner Oder Erfolgsjournal, DesignArt.;Gockler(r) Buchkalender|Drei Jahres Tagebuch;CreateSpace Independent Publishing Platform;21;Shelf-35;Diverses;18.84;14;Magazin;import
1986064239;GOCKLER 3 Jahres Kalender : 190+ Seiten Journal Für 3 Jahre, Glänzendes Softcover, Ideal Als Tagebuch, Notizkalender, Aufgabenplaner Oder Erfolgsjournal, DesignArt.;Gockler(r) Buchkalender|Drei Jahres Tagebuch;CreateSpace Independent Publishing Platform;21;Shelf-17;Diverses;18.79;14;DVD;import
1981111727;Reisetagebuch;#GoodMemos Reise-Abschiedsgeschenke|Reisetagebuch zum Ausfüllen;CreateSpace Independent Publishing Platform;21;Shelf-7;Diverses;30.17;14;E-Book;import
